3108596	G80124
3114327	G79049
3106237	G78999
3106384	G45069
3101140	G45078
3113118	G45117
3113114	G45118
3113627	G45119
3113111	G45120
3000110	G79041
3113069	G80162
3101279	G78966
3114230	G78967
3107293	G80513
3000144	G80490
3101046	G80538
3107294	G80537
3113022	G80322
3101193	G80541
3101190	G90147
3113030	G78823
3101199	G80455
3107391	G80482
3000139	G80498
3108770	G80387
3108761	G78579
3101298	G80527
3107547	G69237
3101295	G80621
3114356	G69165
3101244	G80533
3107506	G80133
3101062	G80123
3107507	G80097
3101063	G79035
3113100	G79055
3107505	G80143
3000106	G79042
3114386	G78969
3107508	G79006
3107510	G79005
3107526	G45104
3101336	G45105
3101338	G45106
3101335	G45107
3107527	G45108
3105620	G80580
3000095	G80506
3114523	G80149
3101408	G80139
3102537	G80163
3102538	G80115
3000085	G80141
3102539	G80109
3101412	G80118
3108736	G79062
3108737	G79063
3108733	G79060
3101410	G80086
3108738	G79061
3108734	G79064
3101436	G45231
3101439	G45265
3113065	G45267
3113068	G45268
3113996	G45269
3107651	G45270
3107649	G45271
3107471	G80548
3101475	G80554
3102544	G80475
3101478	G80561
3101454	G80102
3101457	G79043
3000058	G80082
3107802	G80132
3101455	G80094
3102569	G80074
3101453	G79044
3108758	G79020
3108752	G79019
3105663	G80108
3000064	G79040
3108798	G78921
3112091	G78952
3105612	G80574
3114796	G80331
3107840	G80469
3102582	G80483
3000044	G80522
3114799	G78826
3107837	G80477
3108516	G80332
3102577	G80092
3113323	G78923
3114844	G80073
3107873	G80084
3000054	G79039
3000052	G80514
3107815	G80485
3113179	G78580
3105808	G80077
3105812	G80085
3114794	G78958
3105811	G79070
3105810	G79067
3113278	G78922
3105790	G80562
3114826	G78827
3000007	G80137
3105841	G79065
3108837	G80146
3114741	G78957
3114860	G78972
3113346	G80159
3105828	G80119
3101014	G79037
3102687	G80078
3108875	G45099
3108874	G45100
3113669	G45101
3114784	G45102
3105829	G45103
3105747	G45088
3108098	G45089
3107883	G45090
3108107	G45091
3108363	G45092
3107859	G45093
3108096	G45094
3107861	G45095
3108105	G45096
3108103	G45097
3108100	G45098
3102732	G45064
3106013	G45065
3113933	G45066
3113936	G45067
3114810	G45068
3101042	G79036
3105915	G80103
3111924	G78973
3105892	G80446
3102672	G80535
3101027	G80530
3108887	G80318
3113510	G80302
3102752	G80512
3114882	G78522
3105955	G80454
3114880	G78523
3102749	G80520
3108879	G78653
3106061	G80578
3111936	G78586
3113589	G80422
3111933	G78587
3113593	G80450
3114977	G78654
3114973	G78655
3102509	G80145
3102762	G80154
3111984	G80081
3106130	G78997
3113381	G79002
3112066	G80369
3112069	G80285
3106117	G80602
3106119	G80590
3102795	G80528
3106118	G80596
3113495	G80414
3106020	G80552
3102726	G80496
3112013	G78533
3106123	G80620
3106120	G80614
3112008	G78534
3106134	G80584
3112173	G78833
3106297	G80567
3115000	G69225
3112374	G69174
3112377	G69173
3106286	G80545
3113898	G80437
3112246	G78835
3102613	G80083
3115309	G80125
3115307	G80096
3115305	G80088
3115312	G79034
3107242	G78991
3115310	G79033
3112312	G78955
3115311	G78942
3102620	G79051
3115048	G80128
3112487	G80144
3102957	G78961
3115315	G45071
3108601	G45072
3107373	G45079
3112367	G45080
3112363	G45081
3113765	G45082
3107376	G45083
3108598	G45084
3112365	G45085
3113767	G45086
3107336	G45249
3115087	G45250
3102986	G45264
3115267	G80155
3112331	G78976
3102634	G79052
3115067	G45055
3115068	G45056
3115070	G45057
3113834	G45058
3112358	G45059
3112359	G45060
3112360	G45061
3107345	G45062
3113831	G45063
3114234	G78879
3101143	G78673
3101146	G78674
3107228	G78680
3114231	G78878
3112509	G78773
3112072	G78536
3112959	G78687
3112075	G78535
3115725	G78927
3102680	G79053
3107489	G79008
3112430	G78977
3107341	G78874
3107337	G78873
3101254	G78675
3107340	G80447
3112524	G78774
3114332	G80328
3107415	G78820
3101281	G78840
3107418	G78819
3115695	G78489
3115702	G78490
3112528	G78488
3112531	G78822
3114329	G78821
3101236	G80593
3112545	G78615
3112548	G78692
3101221	G69187
3107277	G69227
3114005	G78898
3114003	G69206
3107543	G80105
3102675	G80156
3115681	G78945
3115670	G78944
3110236	G78804
3115375	G80424
3114487	G80076
3102740	G80116
3115488	G80098
3112602	G80122
3115704	G80298
3107644	G78876
3102777	G80612
3101377	G78676
3114427	G80148
3107608	G79012
3112726	G80138
3102747	G79054
3115713	G78946
3107609	G79013
3114426	G79050
3102806	G80114
3107747	G79047
3115551	G78928
3112808	G79058
3107667	G80164
3112746	G80093
3115499	G80080
3102819	G78959
3115401	G80360
3115398	G78623
3107794	G80493
3115562	G78624
3105682	G80610
3107912	G80460
3115570	G78869
3112872	G78682
3107915	G80547
3115580	G78870
3112699	G69191
3115575	G78871
3112696	G78721
3112763	G79057
3115530	G80104
3112762	G80107
3112760	G80099
3115540	G78930
3107822	G79014
3102919	G78960
3112770	G69192
3112773	G69193
3108380	G69178
3107884	G80491
3115518	G80071
3102931	G78963
3115529	G80079
3107963	G79003
3107872	G80140
3112935	G80135
3115546	G80112
3102998	G78964
3115612	G78527
3112881	G78681
3114775	G78521
3114812	G80374
3112917	G78684
3110106	G80312
3113518	G80406
3110109	G78857
3111910	G78526
3109940	G45109
3107978	G45110
3114865	G45111
3109945	G45125
3109952	G45227
3105875	G45266
3114861	G45272
3101188	G80587
3105868	G80438
3108867	G78914
3111946	G78582
3112869	G78604
3112866	G78605
3108400	G78613
3111943	G78583
3107943	G80539
3114727	G80160
3115800	G78929
3102932	G78962
3108785	G79021
3107997	G80398
3111905	G80269
3111908	G80356
3115653	G78612
3112960	G78685
3112924	G45230
3115615	G45235
3112925	G45245
3113339	G45246
3111970	G45247
3111969	G45248
3113393	G45251
3110006	G45255
3108488	G45256
3108490	G45257
3109997	G45258
3113663	G45259
3112118	G45260
3112121	G45261
3112122	G45262
3108485	G45263
3115644	G45049
3108437	G45051
3113604	G45087
3115646	G45121
3114755	G45122
3115643	G45123
3108440	G45124
3108459	G79000
3110025	G80153
3105963	G78996
3113778	G78938
3113776	G78940
3101343	G78965
3113777	G78939
3114873	G78971
3112060	G78775
3108423	G69188
3109913	G80420
3106106	G80608
3108420	G80309
3112063	G69207
3109905	G78601
3110099	G80268
3101371	G80616
3106202	G80553
3112001	G80294
3112987	G78628
3111998	G78588
3112984	G78627
3110105	G78856
3113743	G80089
3101404	G80110
3113744	G78949
3113740	G80152
3112955	G79059
3113741	G78950
3111989	G78590
3108157	G78629
3111986	G78532
3109981	G78600
3112161	G80276
3106190	G80560
3109978	G78599
3108572	G78719
3108569	G78720
3112164	G78832
3101466	G80568
3112395	G80316
3112393	G80341
3106349	G80573
3105679	G80134
3113693	G78948
3108147	G79001
3107218	G78993
3109967	G79056
3105625	G80569
3108502	G78715
3112189	G78834
3110205	G78805
3105727	G79071
3113877	G78936
3108581	G78925
3109926	G80113
3113853	G78877
3106350	G78679
3110164	G80297
3112341	G80283
3105734	G80575
3110160	G78807
3112338	G78838
3110171	G80347
3108173	G80320
3108175	G80518
3112322	G80284
3110185	G90143
3105716	G80555
3110180	G78859
3112325	G69172
3113888	G78934
3113886	G80106
3105672	G80126
3113884	G78932
3113883	G78931
3110202	G78984
3110195	G80090
3107268	G78990
3110196	G80142
3110193	G78983
3113885	G78935
3107267	G78989
3108222	G79017
3110197	G78982
3110194	G80157
3110049	G80101
3112334	G78975
3101390	G79046
3112333	G80111
3112996	G80095
3113931	G78951
3113930	G80165
3106221	G78998
3108190	G80120
3110057	G78980
3107428	G80129
3112303	G78974
3110249	G78987
3105822	G79066
3107429	G80087
3105823	G79068
3110244	G80127
3110243	G78986
3113878	G78933
3110242	G78985
3107427	G79007
3113084	G79016
3113986	G80147
3110250	G80161
3110252	G79028
3110254	G80121
3110253	G79029
3110251	G79030
3107407	G79011
3105883	G78994
3108187	G78926
3110258	G79027
3113987	G78937
3107405	G79010
3107406	G79009
3107310	G80505
3110124	G78858
3112371	G78598
3108170	G78717
3108171	G78718
3107305	G80465
3112419	G45228
3110086	G45229
3114201	G45236
3110090	G45237
3113044	G45252
3112204	G78954
3110121	G78981
3108156	G78924
3105633	G80100
3110226	G45054
3112348	G45112
3114185	G45113
3113035	G45114
3108206	G80352
3112515	G80335
3110265	G80288
3110272	G80296
3112518	G80314
3105904	G78677
3107349	G78872
3114255	G78768
3114252	G78769
3110305	G79031
3105928	G78995
3114323	G78968
3108727	G79018
3105919	G80570
3107358	G80474
3113119	G80346
3112584	G69177
3110314	G78803
3112581	G78616
3112494	G78710
3113085	G80399
3107408	G78875
3112472	G78772
3114265	G78770
3105781	G80581
3112514	G80402
3108744	G78573
3110224	G78806
3108746	G78574
3114532	G80430
3106086	G80566
3112617	G78617
3114289	G78970
3108743	G80075
3107523	G80072
3110339	G80091
3110367	G80273
3107656	G80499
3112712	G78619
3107518	G80556
3107567	G80623
3106070	G80572
3108225	G78575
3112718	G78620
3112717	G78621
3113252	G78581
3112787	G78610
3112790	G78609
3108332	G45226
3108330	G45238
3114542	G45253
3114545	G45254
3112665	G78622
3107313	G80611
3108338	G78913
3108337	G78912
3112847	G78607
3107830	G80501
3112836	G78683
3108822	G78611
3107499	G80468
3108426	G80444
3116030	G80319
3116023	G80274
3114895	G78525
3114898	G78524
3114959	G80427
3114956	G78656
3112810	G78608
3108889	G78651
3112809	G78606
3111992	G78589
3108108	G78686
3115156	G80266
3116119	G78854
3111938	G78585
3108893	G78652
3112980	G78626
3115167	G80151
3107679	G79048
3112158	G78953
3107891	G69168
3115262	G78884
3115259	G69230
3113000	G69179
3115263	G69231
3107791	G80563
3112300	G78836
3112298	G78837
3116164	G78494
3108545	G78716
3112225	G78910
3112129	G78776
3116173	G80448
3108441	G78633
3112471	G78979
3113402	G78947
3115112	G78943
3116124	G79026
3100128	G80577
3100290	G69157
3104008	G80363
3100289	G78547
3104010	G69204
3100286	G80624
3104028	G80293
3100323	G78841
3100081	G78784
3100079	G78783
3100164	G78897
3100084	G78658
3100082	G78903
3100132	G78757
3100255	G78867
3100254	G78866
3100253	G78865
3100328	G78545
3100330	G78541
3104052	G69236
3100142	G80478
3100170	G78564
3100078	G78782
3100346	G80304
3100332	G80299
3100455	G80405
3104065	G80357
3104064	G80410
3100095	G80470
3100171	G78562
3100096	G78780
3100173	G69161
3100174	G69162
3100175	G69163
3100186	G80595
3104080	G78551
3100357	G78881
3100104	G78765
3100358	G78882
3100359	G78883
3100105	G78766
3104081	G78552
3104082	G80370
3100176	G78563
3100124	G80494
3100319	G80557
3104044	G80441
3100321	G78543
3104045	G80449
3100320	G78542
3104043	G80415
3100109	G80583
3100217	G78696
3100218	G78697
3100393	G80417
3100206	G69209
3100204	G78778
3100091	G69210
3100366	G80462
3104119	G80418
3104306	G80486
3100242	G80300
3100470	G80358
3104322	G78500
3104216	G78636
3100115	G78660
3100232	G80158
3100360	G80434
3100396	G78890
3100093	G78901
3100398	G78891
3100362	G78727
3104090	G78538
3104088	G80388
3104340	G80329
3104199	G78634
3100152	G78817
3100075	G78899
3104202	G78635
3100429	G80308
3100223	G78701
3100428	G78750
3104146	G69159
3104144	G69160
3100261	G80394
3104095	G80344
3100339	G78843
3104232	G78892
3100100	G78763
3100268	G80292
3100423	G80413
3104098	G80368
3104229	G80385
3100185	G78706
3100099	G78762
3100304	G80307
3100239	G80324
3100306	G78900
3100228	G80364
3100474	G80421
3100226	G69203
3100472	G69211
3100473	G69212
3100263	G69223
3104091	G80313
3104092	G80321
3100088	G69235
3100264	G80558
3100155	G78707
3100187	G80589
3100118	G78904
3100119	G78906
3100465	G78792
3100276	G80451
3100181	G78559
3100448	G78498
3100275	G78868
3104299	G80534
3104130	G69234
3100122	G78699
3100195	G78814
3104129	G78650
3104131	G78811
3104332	G78850
3100120	G69190
3100335	G69221
3100197	G78815
3104334	G78851
3100136	G69217
3100479	G69213
3100302	G69222
3100113	G69205
3104034	G80348
3100291	G80606
3100151	G80549
3100298	G78853
3104225	G80272
3100458	G78777
3104320	G78492
3100248	G69202
3100457	G69208
3104317	G78504
3104106	G69216
3100456	G80396
3104108	G78693
3100149	G78816
3100131	G78646
3100381	G80428
3100379	G80564
3100378	G78694
3104047	G80392
3100294	G80619
3100135	G78704
3104280	G80327
3100371	G78895
3100372	G78880
3100467	G80372
3100468	G80359
3100466	G80350
3100434	G69150
3104001	G80426
3104004	G69148
3104003	G80439
3100271	G78758
3100385	G78787
3100215	G78561
3100387	G80565
3104074	G78539
3100461	G78844
3104132	G69215
3104011	G69149
3104134	G80336
3100340	G78847
3100250	G78862
3100251	G78863
3104013	G78499
3100252	G78864
3100296	G80571
3104006	G78495
3104079	G78550
3104076	G69164
3104014	G80280
3100409	G78793
3100343	G78845
3100210	G78558
3100450	G78791
3104292	G80306
3104288	G78908
3100317	G69156
3104290	G78907
3104174	G69195
3100486	G78801
3104041	G69232
3100202	G78902
3104042	G80362
3100316	G78544
3104040	G80407
3104172	G78730
3100282	G78849
3104175	G65860
3104185	G69196
3100314	G78546
3104126	G80310
3100315	G69158
3104183	G78734
3100211	G78905
3100404	G80502
3100212	G69181
3104264	G80279
3104266	G80345
3100405	G69224
3104268	G80295
3104071	G69186
3100213	G78647
3104070	G78671
3104072	G78672
3104068	G78670
3100221	G69189
3104193	G78537
3104194	G80436
3104192	G80365
3100492	G78797
3104243	G78747
3104190	G78733
3100311	G80315
3104205	G80265
3100436	G78790
3100438	G80334
3104032	G78565
3104287	G80287
3104170	G78743
3104168	G78742
3100439	G78644
3100442	G69180
3100441	G78645
3100392	G80323
3104142	G80305
3100490	G78799
3100391	G80150
3100326	G78540
3104140	G78810
3100491	G78798
3100444	G69147
3104167	G80326
3104165	G69198
3104166	G80317
3100368	G69229
3100410	G78751
3104160	G80333
3104038	G78566
3104326	G78505
3104124	G69214
3104324	G69146
3100412	G69201
3104323	G86980
3104125	G78808
3104123	G78809
3100309	G78852
3100413	G78796
3100415	G80391
3104246	G80337
3104250	G80550
3104252	G80263
3100426	G78752
3100266	G78909
3104244	G78860
3104249	G78861
3104260	G80303
3104188	G80325
3104186	G78732
3104238	G80404
3104296	G78728
3104156	G78744
3100418	G78795
3100416	G78794
3104054	G78567
3104350	G78842
3104114	G78648
3104056	G78568
3104118	G80613
3104257	G80397
3104115	G78649
3104328	G78496
3104255	G78746
3104343	G80526
3104342	G80282
3104219	G80423
3104025	G80342
3104181	G69197
3104178	G78735
3104061	G78570
3104062	G78571
3104102	G80355
3104277	G80351
3104278	G80264
3104112	G80383
3104111	G78548
3100483	G78802
3104303	G80389
3100431	G78788
3100433	G78789
3104210	G78640
3104344	G80290
3104067	G78572
3104261	G80271
3104308	G69182
3104084	G78553
3104150	G69199
3104151	G78740
3104152	G78741
3104207	G78637
3104208	G78638
3104235	G78894
3104233	G78893
3104197	G78642
3104311	G78661
3104316	G78662
3108942	G69291
3101953	G69253
3102081	G69274
3102078	G69273
3101950	G69286
3117592	G69167
3117584	G69166
3101924	G80503
3117525	G80409
3109028	G69280
3000602	G69265
3101868	G80479
3103033	G80476
3104940	G80598
3100015	G80459
3119467	G78713
3119496	G78885
3119485	G80384
3119484	G78714
3103387	G80371
3101540	G80464
3109606	G80542
3105185	G69295
3109701	G69154
3119562	G80433
3109699	G78512
3105281	G80579
3119644	G80301
3109684	G78513
3105284	G80585
3119777	G80286
3105460	G80615
3119784	G78631
3105485	G80508
3101574	G80594
3103859	G80378
3116513	G69183
3116510	G78577
3101776	G80487
3100028	G80488
3101779	G80599
3103779	G80278
3116659	G80452
3119945	G80435
3102049	G69268
3108919	G69287
3116852	G69153
3119935	G80377
3102072	G80497
3102075	G80529
3101595	G80472
3105063	G80517
3116803	G78511
3102415	G80507
3116802	G78519
3101619	G80543
3104884	G80604
3101625	G80456
3109711	G78518
3104942	G80592
3101631	G80605
3101649	G80536
3102461	G80531
3117076	G78555
3103098	G80484
3109529	G80376
3102435	G80515
3102438	G80523
3120263	G78614
3103145	G80390
3103142	G80382
3117055	G80386
3109411	G80277
3109414	G78530
3117021	G78824
3117020	G78618
3109758	G78666
3109484	G69233
3117110	G69175
3117109	G78603
3117144	G78557
3120408	G80380
3120524	G80353
3109817	G78668
3109814	G78667
3120447	G80343
3105214	G80509
3117113	G78602
3109676	G78514
3117170	G78595
3109673	G78508
3109540	G80330
3105263	G69151
3117174	G80403
3117177	G69171
3109690	G78515
3105127	G80588
3117279	G78886
3116450	G80373
3120559	G80416
3109831	G78578
3117380	G45223
3104913	G45225
3105379	G45239
3105378	G45240
3109755	G45241
3109753	G45242
3117383	G45243
3117378	G45244
3109547	G80354
3109551	G80267
3104933	G80582
3120500	G78487
3117399	G80432
3116472	G80379
3117627	G45048
3103734	G45050
3116471	G45052
3116468	G45053
3103736	G45115
3117624	G45116
3102302	G80540
3116536	G78665
3116528	G78664
3117483	G80408
3116501	G78576
3109646	G80275
3109644	G78831
3117466	G80361
3105364	G80591
3117453	G80338
3120536	G78502
3116487	G78663
3120543	G78737
3105430	G80576
3117676	G78825
3102181	G80500
3102120	G80457
3117461	G80510
3116823	G78517
3116820	G78509
3116629	G69184
3117758	G80340
3117756	G69176
3116870	G69194
3120666	G80412
3116811	G78520
3116809	G78510
3117692	G80393
3105301	G80603
3117777	G80440
3116815	G78516
3102273	G80532
3117813	G80419
3105507	G80516
3119527	G80411
3116980	G78828
3109501	G78896
3117182	G78597
3117180	G78596
3105508	G80524
3117842	G80400
3105450	G80609
3109355	G69238
3120844	G80381
3102455	G69169
3120848	G78708
3117015	G69218
3102134	G80489
3109316	G80366
3103232	G80601
3120810	G78855
3117052	G78554
3109364	G78529
3106453	G80431
3119593	G69185
3109431	G69155
3109428	G78531
3117068	G69219
3119594	G78669
3117099	G78556
3119421	G78712
3102063	G80481
3119553	G80425
3103340	G69256
3109669	G69152
3117168	G78594
3117165	G69170
3109671	G78507
3102154	G80492
3109641	G78830
3116407	G78592
3116410	G78593
3117434	G78829
3117365	G78887
3109864	G80395
3117368	G80401
3119773	G80375
3117401	G78625
3116439	G78688
3117247	G45047
3119729	G45070
3117245	G45073
3116456	G45074
3119726	G45075
3117249	G45076
3119727	G45077
3119724	G45126
3106604	G80339
3117441	G78889
3119763	G78630
3116447	G78690
3117486	G78911
3116601	G78591
3106676	G80281
3106667	G78839
3119925	G78528
3106651	G80291
3119987	G69226
3117546	G69228
3116924	G78722
